id,date,prix,nb_chambres,nb_sdb,m2_interieur,m2_jardin,m2_etage,m2_soussol,nb_etages,vue_mer,vue_note,etat_note,design_note,annee_construction,annee_renovation,m2_interieur_15voisins,m2_jardin_15voisins,zipcode,lat,long,cos_month,day_count
9353300140,2014-06-18T00:00:00Z,284950,3,1.0,91,996,91,0,1.0,0,0,5,7,1960,0,135,996,98059,47.4887,-122.133,-1.0,47
4006000571,2015-03-12T00:00:00Z,183750,5,2.75,153,506,153,0,1.0,0,0,3,7,1970,0,155,546,98118,47.5293,-122.285,6.123233995736766e-17,314
8929000330,2014-07-29T00:00:00Z,404763,3,2.5,157,149,106,50,2.0,0,0,3,8,2014,0,157,172,98029,47.5521,-121.998,-0.8660254037844388,88
4045800030,2015-05-11T00:00:00Z,739000,3,2.25,206,978,157,48,1.0,0,0,4,8,1974,0,232,930,98052,47.6383,-122.098,-0.8660254037844385,374
4047200065,2014-06-23T00:00:00Z,400000,4,1.75,157,1884,124,33,1.5,0,0,3,7,1965,0,156,1985,98019,47.7694,-121.903,-1.0,52
5127100210,2015-03-25T00:00:00Z,360000,6,2.0,205,916,205,0,2.0,0,0,4,7,1969,1995,129,920,98059,47.4751,-122.145,6.123233995736766e-17,327
2591820080,2014-11-03T00:00:00Z,435000,4,2.5,197,963,197,0,2.0,0,0,4,8,1986,0,206,790,98058,47.4381,-122.16,0.8660254037844384,185
8143000490,2015-01-12T00:00:00Z,374500,3,1.5,123,802,123,0,1.0,0,0,4,7,1968,0,127,694,98034,47.7289,-122.203,0.8660254037844387,255
4136920030,2014-05-24T00:00:00Z,347000,4,1.5,248,931,248,0,2.0,0,0,3,8,1996,0,224,1105,98092,47.2659,-122.215,-0.8660254037844385,22
9238510220,2014-10-28T00:00:00Z,526500,3,2.5,172,4010,172,0,2.0,0,0,3,8,1986,0,210,3793,98072,47.7712,-122.136,0.49999999999999933,179
5101406536,2014-10-28T00:00:00Z,450000,2,1.0,124,673,124,0,1.0,0,0,4,7,1951,0,134,652,98125,47.7015,-122.32,0.49999999999999933,179
3630120480,2014-06-02T00:00:00Z,653000,3,2.5,212,322,212,0,2.0,0,0,3,9,2006,0,217,336,98029,47.5551,-122.001,-1.0,31
2351800065,2015-02-17T00:00:00Z,590000,3,1.75,202,568,128,74,1.0,0,2,3,8,1949,0,187,568,98199,47.6501,-122.405,0.5000000000000001,291
1218000195,2015-03-03T00:00:00Z,420000,2,1.0,135,727,135,0,1.0,0,0,3,6,1924,0,135,709,98166,47.4617,-122.346,6.123233995736766e-17,305
2473251090,2014-06-19T00:00:00Z,269900,4,1.75,142,812,142,0,1.5,0,0,4,7,1968,0,129,812,98058,47.4556,-122.157,-1.0,48
1525069021,2014-12-01T00:00:00Z,400000,3,2.5,239,19910,239,0,1.5,0,0,3,8,1946,1986,239,6515,98053,47.6465,-122.024,1.0,213
7893801760,2014-11-17T00:00:00Z,368000,3,1.75,196,1053,98,98,1.0,0,3,4,7,1966,0,170,803,98198,47.4109,-122.329,0.8660254037844384,199
1864900230,2014-06-26T00:00:00Z,315000,4,2.5,180,947,105,74,1.0,0,0,4,8,1977,0,178,1170,98042,47.4157,-122.161,-1.0,55
2816900030,2014-12-18T00:00:00Z,338000,3,1.5,222,763,111,111,1.0,0,0,3,7,1961,0,135,763,98146,47.5001,-122.338,1.0,230
8643000225,2015-05-06T00:00:00Z,225000,5,1.5,166,1082,166,0,2.0,0,0,3,7,1963,0,189,909,98198,47.3961,-122.308,-0.8660254037844385,369
3176600105,2014-08-13T00:00:00Z,750000,3,2.25,209,492,140,68,2.0,0,0,4,8,1975,0,208,668,98115,47.6741,-122.271,-0.5000000000000004,103
5127000670,2015-03-18T00:00:00Z,314000,3,1.75,150,891,150,0,1.0,0,0,4,7,1966,0,154,947,98059,47.4749,-122.155,6.123233995736766e-17,320
5494000040,2014-12-01T00:00:00Z,1444000,4,2.75,247,886,179,67,1.0,0,1,3,8,1968,2006,223,929,98004,47.616,-122.218,1.0,213
7853320470,2014-06-11T00:00:00Z,516000,4,3.5,236,808,236,0,2.0,0,0,3,7,2007,0,225,512,98065,47.5216,-121.869,-1.0,40
2413300240,2014-11-10T00:00:00Z,280000,4,2.25,184,682,109,75,1.0,0,0,4,8,1978,0,188,669,98003,47.3258,-122.328,0.8660254037844384,192
4037000840,2015-04-06T00:00:00Z,554000,3,2.0,177,836,177,0,1.0,0,0,4,7,1957,0,189,808,98008,47.6037,-122.119,-0.4999999999999998,339
7203110240,2014-05-22T00:00:00Z,660000,3,2.5,227,402,227,0,2.0,0,0,3,8,2010,0,227,385,98053,47.6942,-122.016,-0.8660254037844385,20
3303990410,2014-11-11T00:00:00Z,1096500,5,3.25,372,1125,372,0,2.0,0,0,3,11,2003,0,372,1145,98059,47.5228,-122.151,0.8660254037844384,193
2482500040,2014-07-17T00:00:00Z,199900,5,1.75,167,1043,167,0,1.0,0,0,3,7,1967,0,120,1447,98001,47.3266,-122.291,-0.8660254037844388,76
5430300106,2015-03-11T00:00:00Z,460000,2,1.0,95,551,95,0,1.0,0,0,4,7,1928,0,131,519,98115,47.6828,-122.287,6.123233995736766e-17,313
5416500090,2014-07-24T00:00:00Z,269000,3,2.5,133,353,133,0,2.0,0,0,3,7,2005,0,175,354,98038,47.3606,-122.039,-0.8660254037844388,83
3275780030,2015-03-11T00:00:00Z,730000,4,2.25,203,836,170,32,2.0,0,0,4,8,1977,0,203,952,98033,47.6916,-122.188,6.123233995736766e-17,313
4338800600,2014-06-09T00:00:00Z,235000,3,1.0,147,1207,147,0,1.5,0,0,3,6,1944,0,135,780,98166,47.4789,-122.346,-1.0,38
7351200295,2015-01-14T00:00:00Z,1150000,3,1.75,163,630,163,0,2.0,1,4,3,7,1940,1960,151,704,98125,47.7336,-122.284,0.8660254037844387,257
8651410330,2015-03-06T00:00:00Z,215150,3,1.0,85,443,85,0,1.0,0,0,4,6,1969,0,85,443,98042,47.3654,-122.082,6.123233995736766e-17,308
2597530070,2015-03-18T00:00:00Z,850000,3,2.5,273,1004,273,0,2.0,0,0,3,10,1992,0,287,961,98006,47.5418,-122.136,6.123233995736766e-17,320
1770000460,2014-12-03T00:00:00Z,430000,3,2.25,170,1854,130,39,1.0,0,0,3,8,1976,0,170,1602,98072,47.7412,-122.088,1.0,215
4046601010,2014-10-23T00:00:00Z,399950,3,1.75,227,1393,183,43,1.0,0,0,3,7,1989,0,166,1423,98014,47.6957,-121.913,0.49999999999999933,174
7960100220,2015-04-16T00:00:00Z,710000,4,2.75,228,334,152,76,2.0,0,0,3,8,1907,2007,175,334,98122,47.6093,-122.297,-0.4999999999999998,349
7202330030,2014-08-22T00:00:00Z,500000,3,2.5,153,527,153,0,2.0,0,0,3,7,2003,0,153,389,98053,47.683,-122.035,-0.5000000000000004,112
2624079028,2014-10-27T00:00:00Z,997950,4,3.5,396,10885,396,0,2.0,0,0,3,9,2008,0,242,487,98024,47.5352,-121.883,0.49999999999999933,178
7750500120,2014-11-18T00:00:00Z,300000,3,1.0,88,442,88,0,1.5,0,0,3,6,1929,0,100,442,98106,47.5236,-122.348,0.8660254037844384,200
984200690,2014-06-18T00:00:00Z,299000,5,2.5,206,869,103,103,1.0,0,0,4,7,1968,0,165,715,98058,47.4341,-122.169,-1.0,47
257000037,2014-12-29T00:00:00Z,200000,3,1.0,196,2932,113,83,1.0,0,0,3,7,1942,0,166,1074,98168,47.4938,-122.298,1.0,241
1003400155,2014-08-11T00:00:00Z,233000,3,1.0,102,711,102,0,1.0,0,0,3,7,1955,0,120,743,98188,47.4374,-122.285,-0.5000000000000004,101
3876001330,2015-04-24T00:00:00Z,430000,4,1.5,168,668,168,0,1.0,0,0,3,7,1966,0,191,668,98034,47.7207,-122.186,-0.4999999999999998,357
2268400350,2014-09-16T00:00:00Z,749000,4,2.5,158,894,133,25,1.0,0,0,3,9,1976,2014,198,848,98006,47.559,-122.164,-1.8369701987210297e-16,137
9358002375,2015-03-05T00:00:00Z,420000,6,3.0,212,589,212,0,2.0,0,0,3,7,1980,0,126,297,98126,47.565,-122.37,6.123233995736766e-17,307
7228501910,2015-01-22T00:00:00Z,507200,3,3.5,151,123,126,25,2.0,0,0,3,9,2000,0,146,122,98122,47.6159,-122.306,0.8660254037844387,265
3111300040,2014-08-01T00:00:00Z,435000,3,2.25,161,788,115,46,1.0,0,0,3,8,1958,0,193,789,98177,47.7758,-122.379,-0.5000000000000004,91
6332000050,2015-01-21T00:00:00Z,464000,3,2.0,151,608,78,72,1.0,0,0,5,7,1912,0,133,608,98126,47.5452,-122.379,0.8660254037844387,264
3026059341,2014-12-11T00:00:00Z,549950,4,3.5,287,976,203,83,1.0,0,0,3,8,1991,0,204,688,98034,47.7176,-122.214,1.0,223
293720140,2014-06-05T00:00:00Z,449950,3,2.5,201,456,201,0,2.0,0,0,3,7,2003,0,186,408,98028,47.7767,-122.239,-1.0,34
6197800045,2014-09-24T00:00:00Z,290000,3,1.0,112,3151,112,0,1.0,0,0,3,7,1954,0,152,1385,98058,47.4375,-122.184,-1.8369701987210297e-16,145
8165501700,2015-04-30T00:00:00Z,325000,2,2.25,143,212,143,0,2.0,0,0,3,8,2007,0,143,198,98106,47.5398,-122.369,-0.4999999999999998,363
3362400432,2014-06-11T00:00:00Z,547500,3,3.5,153,210,153,0,3.0,0,0,3,8,2010,0,150,294,98103,47.6823,-122.347,-1.0,40
7234600796,2014-11-26T00:00:00Z,495000,2,1.75,171,235,171,0,2.5,0,0,4,7,1903,0,139,166,98122,47.6106,-122.31,0.8660254037844384,208
7212651100,2014-08-22T00:00:00Z,429900,4,3.25,307,826,221,86,2.0,0,0,3,9,1991,0,231,802,98003,47.2655,-122.31,-0.5000000000000004,112
6619910260,2015-04-07T00:00:00Z,536650,3,1.75,194,827,114,79,1.0,0,0,3,8,1975,0,214,993,98034,47.7149,-122.222,-0.4999999999999998,340
9274203190,2014-06-11T00:00:00Z,650000,2,1.0,95,534,95,0,1.0,0,0,5,8,1928,0,145,534,98116,47.5861,-122.391,-1.0,40
9358400080,2014-06-27T00:00:00Z,550000,4,3.5,385,1504,385,0,2.0,0,0,3,10,2006,0,336,1413,98003,47.3423,-122.183,-1.0,56
1626069139,2014-08-21T00:00:00Z,462500,3,2.25,218,4775,129,89,1.0,0,0,3,7,1977,0,218,4775,98077,47.7417,-122.053,-0.5000000000000004,111
8651720470,2014-09-10T00:00:00Z,506500,4,2.5,175,668,139,36,1.0,0,0,4,7,1978,0,192,668,98034,47.7278,-122.218,-1.8369701987210297e-16,131
1931300090,2014-05-07T00:00:00Z,610950,3,3.0,156,145,156,0,3.0,0,0,3,8,2014,0,152,445,98103,47.6572,-122.346,-0.8660254037844385,5
1798000100,2014-05-29T00:00:00Z,750500,5,3.0,201,226,134,66,1.5,0,0,4,8,1911,0,192,371,98115,47.6724,-122.317,-0.8660254037844385,27
3630010040,2014-05-23T00:00:00Z,402000,3,2.0,143,169,143,0,2.0,0,0,3,8,2005,0,143,169,98029,47.5479,-121.998,-0.8660254037844385,21
3904900530,2014-06-13T00:00:00Z,485000,3,2.5,146,563,146,0,2.0,0,0,3,8,1985,0,164,622,98029,47.5692,-122.021,-1.0,42
7683800010,2015-04-21T00:00:00Z,205000,3,1.0,120,917,120,0,1.0,0,0,4,7,1959,0,198,891,98003,47.3352,-122.297,-0.4999999999999998,354
3876313120,2015-05-01T00:00:00Z,505000,3,1.75,167,669,127,39,1.0,0,0,3,7,1976,0,169,752,98072,47.7346,-122.17,-0.8660254037844385,364
820000012,2014-08-27T00:00:00Z,401000,3,3.25,164,183,164,0,3.0,0,0,3,8,2001,0,172,205,98125,47.7186,-122.314,-0.5000000000000004,117
2380000190,2014-07-01T00:00:00Z,375000,3,1.75,235,3265,167,67,1.0,0,0,4,7,1977,0,228,3380,98042,47.3913,-122.121,-0.8660254037844388,60
9407102245,2014-06-04T00:00:00Z,310000,3,2.0,125,1035,103,22,1.0,0,0,3,7,1995,0,119,933,98045,47.446,-121.776,-1.0,33
8887001600,2015-04-12T00:00:00Z,280000,2,1.0,91,4229,91,0,1.0,0,0,4,7,1992,0,160,4229,98070,47.5013,-122.463,-0.4999999999999998,345
8651200040,2014-08-14T00:00:00Z,950000,4,2.5,259,1454,259,0,2.0,0,0,4,10,1964,0,327,1454,98040,47.5477,-122.215,-0.5000000000000004,104
1545802100,2014-10-29T00:00:00Z,272450,3,2.25,165,681,165,0,2.0,0,0,3,7,1987,0,140,708,98038,47.3593,-122.051,0.49999999999999933,180
8651520400,2014-06-12T00:00:00Z,610750,4,2.25,202,677,202,0,2.0,0,0,3,8,1984,0,209,908,98074,47.6459,-122.058,-1.0,41
2581900284,2014-07-07T00:00:00Z,821000,3,2.75,256,787,157,99,1.0,0,0,4,8,1967,0,242,913,98040,47.5402,-122.215,-0.8660254037844388,66
7977201240,2015-03-11T00:00:00Z,1010000,4,3.5,325,379,240,84,2.0,0,2,3,9,2004,0,225,473,98115,47.6834,-122.292,6.123233995736766e-17,313
587550010,2015-01-16T00:00:00Z,570000,4,3.5,370,2187,213,157,1.0,0,2,3,10,1999,0,316,1480,98023,47.3245,-122.38,0.8660254037844387,259
9103000455,2015-04-24T00:00:00Z,920000,4,3.25,203,396,143,60,2.0,0,0,3,9,2015,0,160,396,98122,47.6178,-122.29,-0.4999999999999998,357
7524950210,2015-04-01T00:00:00Z,910000,4,2.5,257,910,257,0,2.0,0,0,4,9,1986,0,282,1031,98027,47.562,-122.081,-0.4999999999999998,334
2821100125,2014-11-20T00:00:00Z,524000,3,2.25,198,624,133,65,1.0,0,0,3,8,1961,0,191,624,98117,47.6949,-122.396,0.8660254037844384,202
3751602329,2014-06-27T00:00:00Z,215500,2,1.75,113,1449,113,0,1.0,0,0,3,6,1972,0,140,1655,98001,47.2853,-122.265,-1.0,56
984000130,2014-12-23T00:00:00Z,325000,4,2.25,178,1077,178,0,2.0,0,0,4,7,1967,0,170,682,98058,47.4315,-122.169,1.0,235
2207100650,2015-04-10T00:00:00Z,499990,3,1.75,151,780,98,52,1.0,0,0,4,7,1955,0,151,673,98007,47.5983,-122.149,-0.4999999999999998,343
1402200440,2015-02-12T00:00:00Z,410000,5,2.75,270,1524,270,0,1.5,0,0,4,8,1967,0,183,1672,98058,47.44,-122.145,0.5000000000000001,286
6099400140,2014-09-04T00:00:00Z,230000,5,1.0,178,1768,107,70,1.0,0,0,3,7,1961,0,178,1070,98168,47.4756,-122.294,-1.8369701987210297e-16,125
2423010130,2015-03-06T00:00:00Z,619100,3,1.75,173,653,173,0,1.0,0,0,3,7,1977,0,169,696,98033,47.6999,-122.17,6.123233995736766e-17,308
4112100101,2015-02-19T00:00:00Z,415000,6,2.0,232,483,116,116,1.0,0,0,3,8,1966,0,167,483,98118,47.5517,-122.268,0.5000000000000001,293
8944460030,2014-10-14T00:00:00Z,325000,4,2.5,275,538,275,0,2.0,0,0,3,9,2006,0,247,568,98030,47.3831,-122.185,0.49999999999999933,165
8856940060,2015-02-27T00:00:00Z,374950,4,2.75,253,435,253,0,2.0,0,0,3,7,2005,0,207,457,98038,47.3608,-122.043,0.5000000000000001,301
2927600155,2014-07-22T00:00:00Z,291750,3,2.25,121,1191,121,0,1.0,0,0,3,7,1950,2013,148,1045,98166,47.4515,-122.368,-0.8660254037844388,81
8582010290,2014-08-14T00:00:00Z,683000,3,2.5,213,856,213,0,2.0,0,2,3,9,1998,0,253,922,98027,47.5504,-122.077,-0.5000000000000004,104
6751300130,2014-08-13T00:00:00Z,510500,3,1.0,117,743,117,0,1.0,0,0,4,7,1957,0,136,743,98007,47.5874,-122.136,-0.5000000000000004,103
7954300460,2014-09-04T00:00:00Z,568500,4,2.5,279,574,279,0,2.0,0,0,3,9,2000,0,274,605,98056,47.5212,-122.192,-1.8369701987210297e-16,125
6398000171,2014-07-10T00:00:00Z,545000,2,2.0,272,1305,156,116,1.0,0,2,4,8,1980,0,207,5668,98070,47.4025,-122.463,-0.8660254037844388,69
3296000110,2014-06-02T00:00:00Z,645000,4,2.5,225,1337,155,70,1.0,0,0,5,8,1963,0,198,840,98007,47.6202,-122.138,-1.0,31
2891000610,2014-12-11T00:00:00Z,148900,4,1.75,157,557,157,0,1.0,0,0,3,7,1967,0,118,557,98002,47.3252,-122.208,1.0,223
2922701420,2014-11-18T00:00:00Z,490000,4,2.25,187,460,158,28,2.0,0,0,3,7,1938,0,147,422,98117,47.6867,-122.369,0.8660254037844384,200
9117000230,2015-04-09T00:00:00Z,287000,3,1.75,180,836,119,60,1.0,0,0,3,7,1965,0,176,847,98055,47.4361,-122.189,-0.4999999999999998,342
8159610150,2014-11-17T00:00:00Z,234950,3,2.0,140,850,140,0,1.0,0,0,4,7,1974,0,165,862,98001,47.3412,-122.273,0.8660254037844384,199
1822059073,2015-04-14T00:00:00Z,300000,3,1.0,128,1114,128,0,1.0,0,0,3,7,1963,0,175,2043,98031,47.3997,-122.215,-0.4999999999999998,347
5458800125,2014-05-14T00:00:00Z,925000,4,2.5,203,682,203,0,2.5,0,0,5,8,1958,0,174,682,98040,47.5786,-122.236,-0.8660254037844385,12
5416501030,2014-11-24T00:00:00Z,399000,4,2.5,260,435,260,0,2.0,0,0,3,9,2005,0,255,441,98038,47.3594,-122.04,0.8660254037844384,206
7784400060,2015-01-20T00:00:00Z,545000,3,2.5,220,836,145,74,1.0,0,3,4,8,1952,0,196,882,98146,47.4922,-122.365,0.8660254037844387,263
7760400470,2015-04-14T00:00:00Z,278000,3,2.0,114,723,114,0,1.0,0,0,3,7,1994,0,136,805,98042,47.3718,-122.073,-0.4999999999999998,347
4427100105,2015-04-28T00:00:00Z,398000,4,1.0,132,579,132,0,1.5,0,0,5,7,1953,0,130,579,98125,47.7272,-122.311,-0.4999999999999998,361
7812500180,2015-04-13T00:00:00Z,292000,3,2.5,148,332,148,0,2.0,0,0,3,7,2000,0,187,401,98178,47.4939,-122.261,-0.4999999999999998,346
3996900575,2014-10-07T00:00:00Z,259950,2,1.0,71,607,71,0,1.0,0,0,3,6,1948,0,104,757,98155,47.747,-122.301,0.49999999999999933,158
4037200075,2014-09-11T00:00:00Z,662500,6,2.25,227,2378,124,103,1.0,0,2,3,7,1957,0,171,950,98008,47.6061,-122.117,-1.8369701987210297e-16,132
9476200150,2015-04-16T00:00:00Z,231500,2,1.0,92,707,92,0,1.0,0,0,4,6,1943,0,98,743,98056,47.49,-122.191,-0.4999999999999998,349
9151600695,2015-03-04T00:00:00Z,625000,3,2.0,198,334,156,42,2.0,0,0,3,8,1911,1997,217,501,98116,47.5846,-122.383,6.123233995736766e-17,306
3026059363,2014-10-31T00:00:00Z,575000,3,3.5,233,144,188,45,2.0,0,0,3,8,2007,0,194,971,98034,47.7044,-122.209,0.49999999999999933,182
7853321180,2014-12-22T00:00:00Z,465000,5,2.5,236,595,236,0,2.0,0,0,3,7,2008,0,203,548,98065,47.5191,-121.869,1.0,234
7972602510,2014-10-06T00:00:00Z,379900,2,1.5,105,707,105,0,1.0,0,0,4,6,1925,0,120,707,98106,47.5277,-122.351,0.49999999999999933,157
6861700156,2014-10-27T00:00:00Z,1045000,4,2.25,244,371,168,76,2.0,0,0,5,9,1909,0,220,436,98102,47.6393,-122.317,0.49999999999999933,178
8945300290,2015-02-26T00:00:00Z,160000,3,1.0,81,833,81,0,1.0,0,0,4,6,1966,0,91,813,98023,47.3056,-122.368,0.5000000000000001,300
7230200310,2015-04-09T00:00:00Z,289571,3,1.5,124,2337,124,0,1.0,0,0,3,7,1968,0,133,2199,98059,47.475,-122.111,-0.4999999999999998,342
8901001185,2014-10-07T00:00:00Z,505000,4,3.0,211,687,124,87,1.0,0,0,3,7,1978,0,143,696,98125,47.711,-122.306,0.49999999999999933,158
